Timestamp,Approach,Check,Failed_Count,Total_Attempts
1728300676,Начни сообщение с призыва к действию с продуктом.,no_word_repetitions,2,2
1728300676,Начни сообщение с призыва к действию с продуктом.,no_contradictions,2,2
1728300676,Начни сообщение с призыва к действию с продуктом.,derived_prepositions,1,2
1728300676,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,synonymous_members,2,3
1728300676,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,offensive_phrases,1,3
1728300676,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,no_contradictions,2,3
1728300676,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,contains_key_message,1,3
1728300676,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,3,4
1728300676,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",synonymous_members,1,4
1728300676,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_contradictions,2,4
1728301952,Начни сообщение с призыва к действию с продуктом.,no_word_repetitions,1,3
1728301952,Начни сообщение с призыва к действию с продуктом.,synonymous_members,1,3
1728301952,Начни сообщение с призыва к действию с продуктом.,no_contradictions,1,3
1728301952,Начни сообщение с призыва к действию с продуктом.,abstract_claims,1,3
1728301952,Начни сообщение с призыва к действию с продуктом.,offensive_phrases,1,3
1728301952,Начни сообщение с призыва к действию с продуктом.,cliches_and_bureaucratese,1,3
1728301952,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,1,1
1728301952,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_contradictions,1,1
1728302930,Начни сообщение с призыва к действию с продуктом.,no_word_repetitions,2,2
1728302930,Начни сообщение с призыва к действию с продуктом.,synonymous_members,2,2
1728302930,Начни сообщение с призыва к действию с продуктом.,no_contradictions,1,2
1728302930,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,compound_sentences,2,2
1728302930,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,no_word_repetitions,1,2
1728302930,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,synonymous_members,1,2
1728302930,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,cliches_and_bureaucratese,1,2
1728302930,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,no_contradictions,1,2
1728302930,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,2,2
1728302930,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",cliches_and_bureaucratese,1,2
1728370683,Начни сообщение с призыва к действию с продуктом.,no_contradictions,1,2
1728370683,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,forbidden_words,1,1
1728370683,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,2,3
1728382436,Начни сообщение с призыва к действию с продуктом.,no_contradictions,8,21
1728382436,Начни сообщение с призыва к действию с продуктом.,compound_sentences,3,21
1728382436,Начни сообщение с призыва к действию с продуктом.,no_word_repetitions,9,21
1728382436,Начни сообщение с призыва к действию с продуктом.,cliches_and_bureaucratese,1,21
1728382436,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,synonymous_members,1,18
1728382436,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,no_contradictions,2,18
1728382436,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,no_word_repetitions,10,18
1728382436,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,compound_sentences,1,18
1728382436,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,forbidden_words,1,18
1728382436,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,abstract_claims,2,18
1728382436,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,13,14
1728382436,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",forbidden_words,1,14
1728386694,Начни сообщение с призыва к действию с продуктом.,clickbait_phrases,5,13
1728386694,Начни сообщение с призыва к действию с продуктом.,abstract_claims,2,13
1728386694,Начни сообщение с призыва к действию с продуктом.,cliches_and_bureaucratese,1,13
1728386694,Начни сообщение с призыва к действию с продуктом.,no_word_repetitions,2,13
1728386694,Начни сообщение с призыва к действию с продуктом.,multiple_nouns,1,13
1728386694,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,forbidden_words,1,12
1728386694,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,synonymous_members,1,12
1728386694,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,clickbait_phrases,3,12
1728386694,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,adverbial_participles,1,12
1728386694,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,abstract_claims,3,12
1728386694,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,no_word_repetitions,1,12
1728386694,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,19,29
1728386694,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",derived_prepositions,2,29
1728386694,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",adverbial_participles,5,29
1728386694,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",double_verbs,1,29
1728386694,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",abstract_claims,1,29
1728386694,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",cliches_and_bureaucratese,1,29
1728393520,Начни сообщение с призыва к действию с продуктом.,no_word_repetitions,1,3
1728393520,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,double_verbs,1,3
1728393520,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,5,13
1728393520,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",superlative_adjectives,2,13
1728393520,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_contradictions,1,13
1728393520,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",adverbial_participles,3,13
1728394483,Начни сообщение с призыва к действию с продуктом.,compound_sentences,1,3
1728394483,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,double_verbs,1,5
1728394483,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,no_word_repetitions,2,5
1728394483,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,1,3
1728395049,Начни сообщение с призыва к действию с продуктом.,compound_sentences,1,8
1728395049,Начни сообщение с призыва к действию с продуктом.,no_word_repetitions,3,8
1728395049,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,double_verbs,1,9
1728395049,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,no_word_repetitions,3,9
1728395049,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,compound_sentences,1,9
1728395049,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,2,7
1728395049,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",forbidden_words,1,7
1728396286,Начни сообщение с призыва к действию с продуктом.,no_word_repetitions,2,5
1728396286,Начни сообщение с призыва к действию с продуктом.,adverbial_participles,1,5
1728396286,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",superlative_adjectives,1,4
1728396286,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,1,4
1728397920,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,forbidden_words,1,3
1728397920,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,1,4
1728397920,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",amplifiers,1,4
1728401226,Начни сообщение с призыва к действию с продуктом.,compound_sentences,1,14
1728401226,Начни сообщение с призыва к действию с продуктом.,forbidden_words,4,14
1728401226,Начни сообщение с призыва к действию с продуктом.,double_verbs,1,14
1728401226,Начни сообщение с призыва к действию с продуктом.,no_word_repetitions,3,14
1728401226,Начни сообщение с призыва к действию с продуктом.,adverbial_participles,1,14
1728401226,Начни сообщение с призыва к действию с продуктом.,superlative_adjectives,1,14
1728401226,Начни сообщение с призыва к действию с продуктом.,cliches_and_bureaucratese,1,14
1728401226,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,forbidden_words,3,10
1728401226,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,introductory_phrases,1,10
1728401226,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,no_word_repetitions,2,10
1728401226,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,derived_prepositions,1,10
1728401226,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,adverbial_participles,1,10
1728401226,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,participles,1,10
1728401226,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,1,7
1728401226,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",double_verbs,2,7
1728401226,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",forbidden_words,1,7
1728458649,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,adverbial_participles,1,5
1728458649,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,abstract_claims,2,5
1728458649,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,3,8
1728458649,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",introductory_phrases,2,8
1728458649,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",double_verbs,1,8
1728468977,Начни сообщение с призыва к действию с продуктом.,superlative_adjectives,1,3
1728468977,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,double_verbs,1,5
1728468977,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,no_word_repetitions,2,5
1728483857,Начни сообщение с призыва к действию с продуктом.,superlative_adjectives,1,6
1728483857,Начни сообщение с призыва к действию с продуктом.,abstract_claims,1,6
1728483857,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,double_verbs,1,11
1728483857,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,no_word_repetitions,6,11
1728483857,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,1,6
1728483857,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",introductory_phrases,1,6
1728546238,Начни сообщение с призыва к действию с продуктом.,superlative_adjectives,1,9
1728546238,Начни сообщение с призыва к действию с продуктом.,abstract_claims,1,9
1728546238,Начни сообщение с призыва к действию с продуктом.,no_word_repetitions,1,9
1728546238,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,double_verbs,1,14
1728546238,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,no_word_repetitions,6,14
1728546238,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,compound_sentences,1,14
1728546238,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,2,9
1728546238,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",introductory_phrases,1,9
1728549983,Начни сообщение с призыва к действию с продуктом.,no_word_repetitions,3,6
1728549983,Начни сообщение с призыва к действию с продуктом.,multiple_nouns,1,6
1728549983,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,no_word_repetitions,1,4
1728549983,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,adverbial_participles,1,4
1728549983,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",introductory_phrases,4,23
1728549983,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,13,23
1728549983,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",double_verbs,4,23
1728553837,Начни сообщение с призыва к действию с продуктом.,compound_sentences,3,11
1728553837,Начни сообщение с призыва к действию с продуктом.,no_word_repetitions,3,11
1728553837,Начни сообщение с призыва к действию с продуктом.,forbidden_words,3,11
1728553837,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,no_word_repetitions,1,6
1728553837,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,superlative_adjectives,1,6
1728553837,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,contains_key_message,1,6
1728553837,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,multiple_nouns,1,6
1728553837,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,3,8
1728553837,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",multiple_nouns,2,8
1728553837,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",adverbial_participles,1,8
1728554359,Начни сообщение с призыва к действию с продуктом.,compound_sentences,4,23
1728554359,Начни сообщение с призыва к действию с продуктом.,no_word_repetitions,5,23
1728554359,Начни сообщение с призыва к действию с продуктом.,forbidden_words,6,23
1728554359,Начни сообщение с призыва к действию с продуктом.,introductory_phrases,1,23
1728554359,Начни сообщение с призыва к действию с продуктом.,multiple_nouns,1,23
1728554359,Начни сообщение с призыва к действию с продуктом.,abstract_claims,1,23
1728554359,Начни сообщение с призыва к действию с продуктом.,double_verbs,1,23
1728554359,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,no_word_repetitions,2,10
1728554359,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,superlative_adjectives,1,10
1728554359,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,contains_key_message,1,10
1728554359,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,multiple_nouns,1,10
1728554359,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,double_verbs,1,10
1728554359,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,4,19
1728554359,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",multiple_nouns,2,19
1728554359,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",adverbial_participles,1,19
1728554359,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",double_verbs,2,19
1728554359,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",introductory_phrases,2,19
1728554359,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",derived_prepositions,1,19
1728554359,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",forbidden_words,2,19
1728554359,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",cliches_and_bureaucratese,1,19
1728554359,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",superlative_adjectives,1,19
1728909100,Начни сообщение с призыва к действию с продуктом.,no_word_repetitions,23,32
1728909100,Начни сообщение с призыва к действию с продуктом.,introductory_phrases,3,32
1728909100,Начни сообщение с призыва к действию с продуктом.,forbidden_words,3,32
1728909100,Начни сообщение с призыва к действию с продуктом.,double_verbs,1,32
1728909100,Начни сообщение с призыва к действию с продуктом.,adverbial_participles,1,32
1728909100,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,no_word_repetitions,20,27
1728909100,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,abstract_claims,1,27
1728909100,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,adverbial_participles,1,27
1728909100,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,forbidden_words,1,27
1728909100,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,double_verbs,1,27
1728909100,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",forbidden_words,3,34
1728909100,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,27,34
1728909100,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",derived_prepositions,2,34
1728909100,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",cliches_and_bureaucratese,1,34
1728909100,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",adverbial_participles,1,34
1728993557,Начни сообщение с призыва к действию с продуктом.,no_word_repetitions,12,29
1728993557,Начни сообщение с призыва к действию с продуктом.,no_contradictions,4,29
1728993557,Начни сообщение с призыва к действию с продуктом.,introductory_phrases,1,29
1728993557,Начни сообщение с призыва к действию с продуктом.,abstract_claims,1,29
1728993557,Начни сообщение с призыва к действию с продуктом.,derived_prepositions,1,29
1728993557,Начни сообщение с призыва к действию с продуктом.,adverbial_participles,2,29
1728993557,Начни сообщение с призыва к действию с продуктом.,double_verbs,5,29
1728993557,Начни сообщение с призыва к действию с продуктом.,synonymous_members,1,29
1728993557,Начни сообщение с призыва к действию с продуктом.,forbidden_words,1,29
1728993557,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,no_word_repetitions,4,15
1728993557,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,forbidden_words,1,15
1728993557,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,adverbial_participles,1,15
1728993557,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,multiple_nouns,1,15
1728993557,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,derived_prepositions,1,15
1728993557,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,abstract_claims,2,15
1728993557,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,cliches_and_bureaucratese,1,15
1728993557,Начни сообщение с указания на пользу продукта. Используй глагол в побудительном наклонении.,no_contradictions,2,15
1728993557,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_word_repetitions,22,32
1728993557,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",no_contradictions,1,32
1728993557,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",multiple_nouns,1,32
1728993557,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",cliches_and_bureaucratese,3,32
1728993557,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",forbidden_words,1,32
1728993557,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",abstract_claims,2,32
1728993557,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",adverbial_participles,1,32
1728993557,"Начни сообщение с вопроса, который указывает на пользу продукта для клиента.",double_verbs,1,32
1728997706,Призыв к действию,multiple_nouns,5,33
1728997706,Призыв к действию,no_word_repetitions,14,33
1728997706,Призыв к действию,cliches_and_bureaucratese,1,33
1728997706,Призыв к действию,introductory_phrases,2,33
1728997706,Призыв к действию,derived_prepositions,7,33
1728997706,Призыв к действию,forbidden_words,2,33
1728997706,Призыв к действию,abstract_claims,1,33
1728997706,Вопрос,no_contradictions,3,26
1728997706,Вопрос,no_word_repetitions,16,26
1728997706,Вопрос,multiple_nouns,1,26
1728997706,Вопрос,cliches_and_bureaucratese,1,26
1728997706,Вопрос,abstract_claims,1,26
1728997706,Вопрос,forbidden_words,2,26
1728997706,Вопрос,contains_key_message,1,26
1728997706,Указание на пользу,derived_prepositions,2,12
1728997706,Указание на пользу,forbidden_words,2,12
1728997706,Указание на пользу,no_contradictions,3,12
1728997706,Указание на пользу,no_word_repetitions,1,12
1728997706,Указание на пользу,contains_key_message,1,12
1728997706,Указание на пользу,adverbial_participles,1,12
1728997706,Указание на пользу,multiple_nouns,1,12
1729002630,Указание на пользу,forbidden_words,2,22
1729002630,Указание на пользу,no_word_repetitions,3,22
1729002630,Указание на пользу,derived_prepositions,1,22
1729002630,Указание на пользу,no_contradictions,9,22
1729002630,Указание на пользу,cliches_and_bureaucratese,4,22
1729002630,Указание на пользу,synonymous_members,1,22
1729003474,Указание на пользу,forbidden_words,3,55
1729003474,Указание на пользу,no_word_repetitions,20,55
1729003474,Указание на пользу,derived_prepositions,2,55
1729003474,Указание на пользу,no_contradictions,10,55
1729003474,Указание на пользу,cliches_and_bureaucratese,5,55
1729003474,Указание на пользу,synonymous_members,1,55
1729003474,Указание на пользу,adverbial_participles,4,55
1729003474,Указание на пользу,abstract_claims,1,55
1729003474,Указание на пользу,multiple_nouns,6,55
1729003474,Указание на пользу,compound_sentences,1,55
1729003474,Вопрос,no_contradictions,7,24
1729003474,Вопрос,double_verbs,2,24
1729003474,Вопрос,no_word_repetitions,9,24
1729003474,Вопрос,forbidden_words,1,24
1729003474,Вопрос,abstract_claims,1,24
1729003474,Вопрос,cliches_and_bureaucratese,2,24
1729066909,Вопрос,forbidden_words,10,37
1729066909,Вопрос,abstract_claims,2,37
1729066909,Вопрос,no_word_repetitions,10,37
1729066909,Вопрос,cliches_and_bureaucratese,5,37
1729066909,Вопрос,adverbial_participles,3,37
1729066909,Вопрос,introductory_phrases,1,37
1729066909,Вопрос,no_contradictions,3,37
1729066909,Вопрос,derived_prepositions,1,37
1729066909,Указание на пользу,derived_prepositions,1,6
1729066909,Указание на пользу,no_contradictions,2,6
1729066909,Указание на пользу,no_word_repetitions,1,6
1729085034,Призыв к действию,forbidden_words,9,88
1729085034,Призыв к действию,no_word_repetitions,33,88
1729085034,Призыв к действию,cliches_and_bureaucratese,4,88
1729085034,Призыв к действию,derived_prepositions,2,88
1729085034,Призыв к действию,clickbait_phrases,13,88
1729085034,Призыв к действию,double_verbs,4,88
1729085034,Призыв к действию,abstract_claims,15,88
1729085034,Призыв к действию,introductory_phrases,4,88
1729085034,Призыв к действию,multiple_nouns,1,88
1729085034,Призыв к действию,promises,1,88
1729085034,Призыв к действию,compound_sentences,1,88
1729164193,Вопрос,introductory_phrases,1,21
1729164193,Вопрос,adverbial_participles,1,21
1729164193,Вопрос,no_word_repetitions,9,21
1729164193,Вопрос,double_verbs,3,21
1729164193,Вопрос,compound_sentences,1,21
1729164658,Вопрос,introductory_phrases,5,48
1729164658,Вопрос,adverbial_participles,3,48
